time,node,remaining_energy_j
2.2,21,18.3792
2.2,22,18.2112
2.2,23,18.3233
2.2,24,18.2083
2.2,25,18.4686
2.2,26,18.1844
2.2,27,18.0093
2.2,28,18.0047
2.2,29,18.6253
2.2,30,18.3846
2.2,31,17.917
2.2,32,17.806
2.2,33,17.9771
2.2,34,18.1343
2.2,35,18.2724
2.2,36,18.5706
2.2,37,18.2654
2.2,38,18.4514
2.2,39,18.2842
2.2,40,17.7702
2.2,41,18.4418
2.2,42,17.9644
2.2,43,18.3936
2.2,44,17.8024
2.2,45,18.5908
2.2,46,18.2441
2.2,47,18.3571
2.2,48,18.566
2.2,49,18.1945
3.2,0,16.8324
3.2,1,17.2857
3.2,2,16.6682
3.2,3,17.0476
3.2,4,17.0165
3.2,5,17.4629
3.2,6,17.5803
3.2,7,17.3684
3.2,8,17.1483
3.2,9,17.3338
3.2,10,17.3721
3.2,11,17.4586
3.2,12,17.2428
3.2,13,16.9892
3.2,14,17.7069
3.2,15,17.0846
3.2,16,17.3451
3.2,17,17.0515
3.2,18,17.619
3.2,19,17.1958
3.2,20,17.729
3.2,21,17.5036
3.2,22,17.3913
3.2,23,17.4418
3.2,24,17.3887
3.2,25,17.6025
3.2,26,17.3647
3.2,27,17.1894
3.2,28,17.1851
3.2,29,17.7433
3.2,30,17.4865
3.2,31,17.0955
3.2,32,16.9845
3.2,33,17.1574
3.2,34,17.3146
3.2,35,17.3962
3.2,36,17.7076
3.2,37,17.4459
3.2,38,17.5823
3.2,39,17.4229
3.2,40,16.9137
3.2,41,17.622
3.2,42,17.1429
3.2,43,17.5738
3.2,44,16.9829
3.2,45,17.7711
3.2,46,17.3852
3.2,47,17.4701
3.2,48,17.7193
3.2,49,17.3357
4.2,0,15.8834
4.2,1,16.3741
4.2,2,15.7238
4.2,3,16.1286
4.2,4,16.0264
4.2,5,16.5754
4.2,6,16.7424
4.2,7,16.4855
4.2,8,16.3286
4.2,9,16.4915
4.2,10,16.5523
4.2,11,16.6387
4.2,12,16.4233
4.2,13,16.1153
4.2,14,16.8624
4.2,15,16.2307
4.2,16,16.4838
4.2,17,16.1561
4.2,18,16.6857
4.2,19,16.376
4.2,20,16.9094
4.2,21,16.6145
4.2,22,16.5713
4.2,23,16.5487
4.2,24,16.5691
4.2,25,16.7337
4.2,26,16.5449
4.2,27,16.3688
4.2,28,16.3652
4.2,29,16.8514
4.2,30,16.5504
4.2,31,16.2585
4.2,32,16.1423
4.2,33,16.3371
4.2,34,16.4948
4.2,35,16.5075
4.2,36,16.8151
4.2,37,16.626
4.2,38,16.7282
4.2,39,16.5573
4.2,40,16.043
4.2,41,16.8022
4.2,42,16.306
4.2,43,16.7539
4.2,44,16.1626
4.2,45,16.9509
4.2,46,16.5129
4.2,47,16.5636
4.2,48,16.8663
4.2,49,16.4636
5.2,0,14.9367
5.2,1,15.4572
5.2,2,14.7849
5.2,3,15.2157
5.2,4,15.0625
5.2,5,15.6826
5.2,6,15.9029
5.2,7,15.5932
5.2,8,15.509
5.2,9,15.6347
5.2,10,15.7326
5.2,11,15.8187
5.2,12,15.6038
5.2,13,15.2525
5.2,14,16.0105
5.2,15,15.3706
5.2,16,15.619
5.2,17,15.2618
5.2,18,15.7265
5.2,19,15.5561
5.2,20,16.0898
5.2,21,15.7243
5.2,22,15.7512
5.2,23,15.6147
5.2,24,15.7495
5.2,25,15.8702
5.2,26,15.725
5.2,27,15.528
5.2,28,15.5456
5.2,29,15.9915
5.2,30,15.6219
5.2,31,15.411
5.2,32,15.2903
5.2,33,15.5175
5.2,34,15.675
5.2,35,15.6072
5.2,36,15.9394
5.2,37,15.8059
5.2,38,15.8847
5.2,39,15.695
5.2,40,15.1813
5.2,41,15.9819
5.2,42,15.4566
5.2,43,15.934
5.2,44,15.3248
5.2,45,16.1148
5.2,46,15.6477
5.2,47,15.6595
5.2,48,16.0144
5.2,49,15.5983
6.2,0,14.0089
6.2,1,14.5921
6.2,2,13.8115
6.2,3,14.2598
6.2,4,14.0818
6.2,5,14.8018
6.2,6,15.0805
6.2,7,14.7024
6.2,8,14.6893
6.2,9,14.7988
6.2,10,14.9128
6.2,11,14.9968
6.2,12,14.7834
6.2,13,14.3726
6.2,14,15.1755
6.2,15,14.522
6.2,16,14.7442
6.2,17,14.3637
6.2,18,14.805
6.2,19,14.7345
6.2,20,15.2702
6.2,21,14.8365
6.2,22,14.9306
6.2,23,14.704
6.2,24,14.9299
6.2,25,14.9834
6.2,26,14.9005
6.2,27,14.6917
6.2,28,14.7231
6.2,29,15.1311
6.2,30,14.7366
6.2,31,14.5749
6.2,32,14.4541
6.2,33,14.6947
6.2,34,14.8553
6.2,35,14.718
6.2,36,15.0726
6.2,37,14.984
6.2,38,15.0156
6.2,39,14.8423
6.2,40,14.3312
6.2,41,15.1572
6.2,42,14.6131
6.2,43,15.1137
6.2,44,14.4895
6.2,45,15.2823
6.2,46,14.7924
6.2,47,14.7363
6.2,48,15.1623
6.2,49,14.744
7.2,0,13.0873
7.2,1,13.6721
7.2,2,12.8987
7.2,3,13.2818
7.2,4,13.0942
7.2,5,13.9316
7.2,6,14.2597
7.2,7,13.7876
7.2,8,13.8696
7.2,9,13.9695
7.2,10,14.093
7.2,11,14.177
7.2,12,13.9636
7.2,13,13.4947
7.2,14,14.3227
7.2,15,13.6419
7.2,16,13.8705
7.2,17,13.4701
7.2,18,13.8986
7.2,19,13.9148
7.2,20,14.4506
7.2,21,13.937
7.2,22,14.1106
7.2,23,13.8108
7.2,24,14.1103
7.2,25,14.1189
7.2,26,14.0799
7.2,27,13.8657
7.2,28,13.9026
7.2,29,14.2665
7.2,30,13.8417
7.2,31,13.7457
7.2,32,13.6255
7.2,33,13.8745
7.2,34,14.0355
7.2,35,13.8278
7.2,36,14.1991
7.2,37,14.1642
7.2,38,14.1468
7.2,39,13.9838
7.2,40,13.4631
7.2,41,14.3365
7.2,42,13.7798
7.2,43,14.2941
7.2,44,13.665
7.2,45,14.4577
7.2,46,13.9232
7.2,47,13.828
7.2,48,14.3101
7.2,49,13.8726
8.2,0,12.1425
8.2,1,12.7677
8.2,2,11.9642
8.2,3,12.3233
8.2,4,12.1291
8.2,5,13.0675
8.2,6,13.4386
8.2,7,12.8316
8.2,8,13.05
8.2,9,13.1433
8.2,10,13.2734
8.2,11,13.356
8.2,12,13.1437
8.2,13,12.6069
8.2,14,13.4696
8.2,15,12.7703
8.2,16,13.0062
8.2,17,12.5773
8.2,18,13.0021
8.2,19,13.0943
8.2,20,13.6312
8.2,21,13.0426
8.2,22,13.2906
8.2,23,12.8932
8.2,24,13.2908
8.2,25,13.2514
8.2,26,13.2595
8.2,27,13.0308
8.2,28,13.0819
8.2,29,13.3965
8.2,30,12.9414
8.2,31,12.9197
8.2,32,12.8001
8.2,33,13.0542
8.2,34,13.2159
8.2,35,12.9386
8.2,36,13.3277
8.2,37,13.3434
8.2,38,13.2781
8.2,39,13.1202
8.2,40,12.5974
8.2,41,13.5157
8.2,42,12.9518
8.2,43,13.4742
8.2,44,12.8355
8.2,45,13.6276
8.2,46,13.0549
8.2,47,12.9365
8.2,48,13.4616
8.2,49,12.995
9.2,0,11.2074
9.2,1,11.8631
9.2,2,11.0215
9.2,3,11.3505
9.2,4,11.1631
9.2,5,12.189
9.2,6,12.6177
9.2,7,11.9501
9.2,8,12.2292
9.2,9,12.3164
9.2,10,12.4528
9.2,11,12.5272
9.2,12,12.3232
9.2,13,11.7211
9.2,14,12.6188
9.2,15,11.914
9.2,16,12.1386
9.2,17,11.6862
9.2,18,12.1071
9.2,19,12.2665
9.2,20,12.8106
9.2,21,12.1536
9.2,22,12.4662
9.2,23,11.9715
9.2,24,12.4705
9.2,25,12.383
9.2,26,12.4311
9.2,27,12.178
9.2,28,12.2609
9.2,29,12.53
9.2,30,12.0543
9.2,31,12.0916
9.2,32,11.9728
9.2,33,12.2336
9.2,34,12.3953
9.2,35,12.0469
9.2,36,12.46
9.2,37,12.5141
9.2,38,12.4101
9.2,39,12.2652
9.2,40,11.74
9.2,41,12.6879
9.2,42,12.1245
9.2,43,12.6501
9.2,44,11.9755
9.2,45,12.7914
9.2,46,12.1965
9.2,47,12.0434
9.2,48,12.6158
9.2,49,12.1331
10.2,0,10.2533
10.2,1,10.953
10.2,2,10.0832
10.2,3,10.4221
10.2,4,10.1975
10.2,5,11.31
10.2,6,11.7966
10.2,7,11.0592
10.2,8,11.4088
10.2,9,11.486
10.2,10,11.632
10.2,11,11.6972
10.2,12,11.5027
10.2,13,10.847
10.2,14,11.764
10.2,15,11.0542
10.2,16,11.2743
10.2,17,10.7955
10.2,18,11.1977
10.2,19,11.4375
10.2,20,11.9903
10.2,21,11.2676
10.2,22,11.6439
10.2,23,11.0438
10.2,24,11.6503
10.2,25,11.5142
10.2,26,11.6022
10.2,27,11.3273
10.2,28,11.4391
10.2,29,11.6713
10.2,30,11.1751
10.2,31,11.2596
10.2,32,11.1408
10.2,33,11.4131
10.2,34,11.5746
10.2,35,11.1575
10.2,36,11.5864
10.2,37,11.6844
10.2,38,11.56
10.2,39,11.4024
10.2,40,10.8778
10.2,41,11.8591
10.2,42,11.2921
10.2,43,11.8284
10.2,44,11.1124
10.2,45,11.9536
10.2,46,11.3325
10.2,47,11.1536
10.2,48,11.7648
10.2,49,11.2705
11.2,0,9.32445
11.2,1,10.0461
11.2,2,9.15259
11.2,3,9.49239
11.2,4,9.22729
11.2,5,10.438
11.2,6,10.9744
11.2,7,10.1791
11.2,8,10.589
11.2,9,10.6541
11.2,10,10.8122
11.2,11,10.8714
11.2,12,10.6803
11.2,13,9.9524
11.2,14,10.9117
11.2,15,10.1943
11.2,16,10.4038
11.2,17,9.90553
11.2,18,10.297
11.2,19,10.6121
11.2,20,11.1707
11.2,21,10.3871
11.2,22,10.8231
11.2,23,10.1442
11.2,24,10.8307
11.2,25,10.6498
11.2,26,10.7754
11.2,27,10.4935
11.2,28,10.6175
11.2,29,10.7964
11.2,30,10.2967
11.2,31,10.4261
11.2,32,10.3078
11.2,33,10.5921
11.2,34,10.7548
11.2,35,10.2712
11.2,36,10.7144
11.2,37,10.8569
11.2,38,10.6967
11.2,39,10.5326
11.2,40,10.0136
11.2,41,11.0316
11.2,42,10.4577
11.2,43,11.0081
11.2,44,10.2685
11.2,45,11.1255
11.2,46,10.462
11.2,47,10.2649
11.2,48,10.9127
11.2,49,10.3972
12.2,0,8.38115
12.2,1,9.16247
12.2,2,8.19535
12.2,3,8.55867
12.2,4,8.25577
12.2,5,9.56672
12.2,6,10.1495
12.2,7,9.29398
12.2,8,9.76853
12.2,9,9.82386
12.2,10,9.99165
12.2,11,10.0449
12.2,12,9.85809
12.2,13,9.04608
12.2,14,10.0619
12.2,15,9.33645
12.2,16,9.52326
12.2,17,9.0128
12.2,18,9.39761
12.2,19,9.78742
12.2,20,10.3503
12.2,21,9.5082
12.2,22,9.99972
12.2,23,9.25852
12.2,24,10.0108
12.2,25,9.77049
12.2,26,9.94892
12.2,27,9.66112
12.2,28,9.79304
12.2,29,9.92577
12.2,30,9.41035
12.2,31,9.59444
12.2,32,9.47563
12.2,33,9.76836
12.2,34,9.93429
12.2,35,9.38803
12.2,36,9.84749
12.2,37,10.0298
12.2,38,9.83083
12.2,39,9.6631
12.2,40,9.14828
12.2,41,10.2045
12.2,42,9.62561
12.2,43,10.1865
12.2,44,9.43289
12.2,45,10.2995
12.2,46,9.59528
12.2,47,9.37702
12.2,48,10.0557
12.2,49,9.52758
13.2,0,7.45744
13.2,1,8.2678
13.2,2,7.26704
13.2,3,7.64153
13.2,4,7.29495
13.2,5,8.68778
13.2,6,9.32216
13.2,7,8.41116
13.2,8,8.94644
13.2,9,8.99436
13.2,10,9.16923
13.2,11,9.21355
13.2,12,9.0364
13.2,13,8.16652
13.2,14,9.20907
13.2,15,8.47587
13.2,16,8.65042
13.2,17,8.12264
13.2,18,8.50916
13.2,19,8.95666
13.2,20,9.52891
13.2,21,8.62807
13.2,22,9.17629
13.2,23,8.33896
13.2,24,9.1894
13.2,25,8.90306
13.2,26,9.1179
13.2,27,8.81614
13.2,28,8.96753
13.2,29,9.05877
13.2,30,8.52578
13.2,31,8.76347
13.2,32,8.64459
13.2,33,8.94261
13.2,34,9.11204
13.2,35,8.50889
13.2,36,8.97975
13.2,37,9.19841
13.2,38,8.97108
13.2,39,8.79769
13.2,40,8.28427
13.2,41,9.36965
13.2,42,8.79417
13.2,43,9.36257
13.2,44,8.57143
13.2,45,9.46087
13.2,46,8.73003
13.2,47,8.49102
13.2,48,9.1974
13.2,49,8.66006
14.2,0,6.51827
14.2,1,7.37256
14.2,2,6.32243
14.2,3,6.73588
14.2,4,6.35621
14.2,5,7.81402
14.2,6,8.48017
14.2,7,7.52952
14.2,8,8.12388
14.2,9,8.16169
14.2,10,8.34634
14.2,11,8.38446
14.2,12,8.21424
14.2,13,7.29726
14.2,14,8.35245
14.2,15,7.61147
14.2,16,7.77469
14.2,17,7.23207
14.2,18,7.60485
14.2,19,8.12779
14.2,20,8.70597
14.2,21,7.74594
14.2,22,8.35146
14.2,23,7.44883
14.2,24,8.36757
14.2,25,8.0286
14.2,26,8.28733
14.2,27,7.98132
14.2,28,8.13843
14.2,29,8.19661
14.2,30,7.62102
14.2,31,7.92859
14.2,32,7.80881
14.2,33,8.11398
14.2,34,8.28886
14.2,35,7.62669
14.2,36,8.10814
14.2,37,8.36903
14.2,38,8.11989
14.2,39,7.93464
14.2,40,7.42232
14.2,41,8.5394
14.2,42,7.95781
14.2,43,8.53834
14.2,44,7.73203
14.2,45,8.63007
14.2,46,7.86879
14.2,47,7.60643
14.2,48,8.3324
14.2,49,7.79662
15.2,0,5.56973
15.2,1,6.4905
15.2,2,5.3708
15.2,3,5.80368
15.2,4,5.40142
15.2,5,6.9417
15.2,6,7.64694
15.2,7,6.64463
15.2,8,7.30058
15.2,9,7.33094
15.2,10,7.52241
15.2,11,7.55737
15.2,12,7.39067
15.2,13,6.4037
15.2,14,7.49461
15.2,15,6.7478
15.2,16,6.87772
15.2,17,6.34405
15.2,18,6.70796
15.2,19,7.30185
15.2,20,7.88239
15.2,21,6.86646
15.2,22,7.52329
15.2,23,6.5751
15.2,24,7.54568
15.2,25,7.15467
15.2,26,7.46155
15.2,27,7.153
15.2,28,7.31375
15.2,29,7.32974
15.2,30,6.71776
15.2,31,7.09558
15.2,32,6.97568
15.2,33,7.28934
15.2,34,7.46514
15.2,35,6.74324
15.2,36,7.24505
15.2,37,7.54192
15.2,38,7.26318
15.2,39,7.07004
15.2,40,6.56467
15.2,41,7.71393
15.2,42,7.12326
15.2,43,7.71282
15.2,44,6.90504
15.2,45,7.80564
15.2,46,7.01123
15.2,47,6.72176
15.2,48,7.47047
15.2,49,6.93417
16.2,0,4.62006
16.2,1,5.59062
16.2,2,4.43926
16.2,3,4.86451
16.2,4,4.43509
16.2,5,6.06477
16.2,6,6.8175
16.2,7,5.76106
16.2,8,6.47675
16.2,9,6.49503
16.2,10,6.69783
16.2,11,6.7311
16.2,12,6.56507
16.2,13,5.53301
16.2,14,6.64531
16.2,15,5.89054
16.2,16,6.00195
16.2,17,5.41211
16.2,18,5.78425
16.2,19,6.47664
16.2,20,7.05857
16.2,21,5.97764
16.2,22,6.69676
16.2,23,5.69527
16.2,24,6.72251
16.2,25,6.278
16.2,26,6.63559
16.2,27,6.32534
16.2,28,6.49101
16.2,29,6.46991
16.2,30,5.81842
16.2,31,6.25665
16.2,32,6.13708
16.2,33,6.46633
16.2,34,6.64053
16.2,35,5.85339
16.2,36,6.37453
16.2,37,6.71297
16.2,38,6.40921
16.2,39,6.22125
16.2,40,5.70808
16.2,41,6.88867
16.2,42,6.28228
16.2,43,6.88679
16.2,44,6.07729
16.2,45,6.98267
16.2,46,6.15566
16.2,47,5.82663
16.2,48,6.61806
16.2,49,6.07979
17.2,0,3.65435
17.2,1,4.69942
17.2,2,3.5084
17.2,3,3.94485
17.2,4,3.46944
17.2,5,5.18688
17.2,6,5.98579
17.2,7,4.88138
17.2,8,5.65044
17.2,9,5.66143
17.2,10,5.87051
17.2,11,5.90359
17.2,12,5.73312
17.2,13,4.66503
17.2,14,5.79543
17.2,15,5.03128
17.2,16,5.13352
17.2,17,4.52613
17.2,18,4.87415
17.2,19,5.65012
17.2,20,6.23338
17.2,21,5.09463
17.2,22,5.86602
17.2,23,4.81735
17.2,24,5.89645
17.2,25,5.40684
17.2,26,5.80972
17.2,27,5.49906
17.2,28,5.6659
17.2,29,5.61309
17.2,30,4.92289
17.2,31,5.42063
17.2,32,5.30143
17.2,33,5.64093
17.2,34,5.81461
17.2,35,4.97053
17.2,36,5.50317
17.2,37,5.88171
17.2,38,5.55914
17.2,39,5.36696
17.2,40,4.84705
17.2,41,6.0628
17.2,42,5.43766
17.2,43,6.05793
17.2,44,5.25059
17.2,45,6.15777
17.2,46,5.29758
17.2,47,4.9377
17.2,48,5.76488
17.2,49,5.22278
18.2,0,3.53494
18.2,1,4.29445
18.2,2,3.5084
18.2,3,3.59125
18.2,4,3.09393
18.2,5,4.68632
18.2,6,5.54353
18.2,7,4.45791
18.2,8,5.51739
18.2,9,5.3685
18.2,10,5.56628
18.2,11,5.53391
18.2,12,5.52387
18.2,13,4.53838
18.2,14,5.18915
18.2,15,4.87541
18.2,16,4.73478
18.2,17,4.33205
18.2,18,4.1718
18.2,19,5.48901
18.2,20,5.67859
18.2,21,4.57109
18.2,22,5.56027
18.2,23,4.35466
18.2,24,5.59611
18.2,25,4.85535
18.2,26,5.51844
18.2,27,5.33827
18.2,28,5.50468
18.2,29,4.94059
18.2,30,4.39521
18.2,31,5.32094
18.2,32,5.26867
18.2,33,5.50357
18.2,34,5.56687
18.2,35,4.51944
18.2,36,4.87821
18.2,37,5.52169
18.2,38,5.01266
18.2,39,4.95441
18.2,40,4.83976
18.2,41,5.57571
18.2,42,5.29583
18.2,43,5.61925
18.2,44,5.22989
18.2,45,5.58185
18.2,46,4.92521
18.2,47,4.41989
18.2,48,5.1614
18.2,49,4.88201
19.2,0,3.53494
19.2,1,4.29445
19.2,2,3.5084
19.2,3,3.59125
19.2,4,3.09393
19.2,5,4.68632
19.2,6,5.54353
19.2,7,4.45791
19.2,8,5.51739
19.2,9,5.3685
19.2,10,5.56628
19.2,11,5.53391
19.2,12,5.52387
19.2,13,4.53838
19.2,14,5.18915
19.2,15,4.87541
19.2,16,4.73478
19.2,17,4.33205
19.2,18,4.1718
19.2,19,5.48901
19.2,20,5.67859
19.2,21,4.57109
19.2,22,5.56027
19.2,23,4.35466
19.2,24,5.59611
19.2,25,4.85535
19.2,26,5.51844
19.2,27,5.33827
19.2,28,5.50468
19.2,29,4.94059
19.2,30,4.39521
19.2,31,5.32094
19.2,32,5.26867
19.2,33,5.50357
19.2,34,5.56687
19.2,35,4.51944
19.2,36,4.87821
19.2,37,5.52169
19.2,38,5.01266
19.2,39,4.95441
19.2,40,4.83976
19.2,41,5.57571
19.2,42,5.29583
19.2,43,5.61925
19.2,44,5.22989
19.2,45,5.58185
19.2,46,4.92521
19.2,47,4.41989
19.2,48,5.1614
19.2,49,4.88201
20.2,0,3.53494
20.2,1,4.29445
20.2,2,3.5084
20.2,3,3.59125
20.2,4,3.09393
20.2,5,4.68632
20.2,6,5.54353
20.2,7,4.45791
20.2,8,5.51739
20.2,9,5.3685
20.2,10,5.56628
20.2,11,5.53391
20.2,12,5.52387
20.2,13,4.53838
20.2,14,5.18915
20.2,15,4.87541
20.2,16,4.73478
20.2,17,4.33205
20.2,18,4.1718
20.2,19,5.48901
20.2,20,5.67859
20.2,21,4.57109
20.2,22,5.56027
20.2,23,4.35466
20.2,24,5.59611
20.2,25,4.85535
20.2,26,5.51844
20.2,27,5.33827
20.2,28,5.50468
20.2,29,4.94059
20.2,30,4.39521
20.2,31,5.32094
20.2,32,5.26867
20.2,33,5.50357
20.2,34,5.56687
20.2,35,4.51944
20.2,36,4.87821
20.2,37,5.52169
20.2,38,5.01266
20.2,39,4.95441
20.2,40,4.83976
20.2,41,5.57571
20.2,42,5.29583
20.2,43,5.61925
20.2,44,5.22989
20.2,45,5.58185
20.2,46,4.92521
20.2,47,4.41989
20.2,48,5.1614
20.2,49,4.88201
